date,PRECTOT,PS,T2M,T2MDEW,T2MWET,TS,QV2M
2000-04-09,,,,,,,
2000-04-10,,,,,,,
2000-04-11,0.0032000000000005357,-0.000999999999990564,0.0065000000000008384,0.060399999999999565,0.0602999999999998,0.012099999999998445,0.02820000000000089
2000-04-12,-0.01790000000000047,0.0033999999999991815,0.000700000000000145,0.006199999999999761,0.006199999999999761,0.0057000000000009265,0.0018999999999991246
2000-04-13,-0.06379999999999963,-0.004400000000003956,0.05599999999999916,0.09670000000000023,0.09660000000000046,0.05540000000000056,0.048500000000000654
2000-04-14,0.13169999999999993,-0.009599999999991837,0.04279999999999973,0.0636000000000001,0.06280000000000019,0.054999999999999716,0.015799999999999592
2000-04-15,-0.05090000000000039,-0.002500000000011937,0.0251000000000019,-0.011299999999999422,-0.010800000000000587,0.0240999999999989,0.0012999999999996348
2000-04-16,-0.00019999999999953388,0.00030000000000995897,0.00999999999999801,0.0019999999999988916,0.002100000000000435,-0.0015999999999998238,0.007200000000000983
2000-04-17,-0.00890000000000013,0.0030000000000001137,-0.0367999999999995,-0.06479999999999908,-0.06460000000000043,-0.03829999999999778,-0.027700000000001168
2000-04-18,-0.1535000000000002,0.009799999999998477,-0.10139999999999993,-0.12740000000000062,-0.12729999999999908,-0.09870000000000267,-0.07049999999999912
2000-04-19,-0.05039999999999978,0.0011999999999972033,0.054400000000001114,0.06730000000000036,0.06719999999999882,0.052600000000001756,0.038899999999999935
2000-04-20,0.21419999999999995,-0.008399999999994634,0.03909999999999769,0.06050000000000022,0.060600000000000875,0.04879999999999818,0.038899999999999935
2000-04-21,-0.0015999999999998238,-0.0028000000000076852,-0.06059999999999732,-0.0904000000000007,-0.0904000000000007,-0.06829999999999892,-0.05050000000000043
2000-04-22,-0.01370000000000049,-0.004300000000000637,-0.016100000000001558,-0.0036999999999993705,-0.0037999999999991374,-0.024399999999999977,-0.006699999999999484
2000-04-23,0.0358000000000005,-0.015199999999992997,0.12459999999999916,0.15529999999999955,0.15449999999999964,0.12400000000000055,0.06219999999999981
2000-04-24,0.015499999999999847,-0.0037999999999982492,0.008500000000001506,0.016500000000000625,0.016899999999999693,0.01559999999999917,0.01839999999999975
2000-04-25,-0.04289999999999994,0.013299999999986767,-0.0823999999999998,-0.1283000000000012,-0.12769999999999992,-0.08099999999999952,-0.057299999999999685
2000-04-26,-0.018600000000000172,0.009900000000016007,-0.050400000000001555,-0.06589999999999918,-0.06599999999999984,-0.04680000000000106,-0.031500000000000306
2000-04-27,0.030899999999999928,0.003899999999987358,0.009500000000000952,0.0033000000000003027,0.0032999999999994145,0.003400000000000958,0.001000000000000334
2000-04-28,-0.025399999999999867,0.002200000000001978,0.045700000000000074,0.08259999999999934,0.08250000000000135,0.045099999999999696,0.03990000000000027
2000-04-29,0.015800000000000036,0.0031000000000034333,0.037799999999998946,0.06280000000000019,0.061899999999998734,0.03960000000000008,0.017599999999999838
2000-04-30,0.0022999999999999687,-0.003200000000006753,0.09050000000000225,0.06639999999999979,0.06489999999999974,0.08370000000000033,0.017099999999999227
2000-05-01,-0.08970000000000011,0.0036000000000200316,-0.03710000000000235,-0.06999999999999851,-0.0677999999999992,-0.030699999999999505,-0.012999999999999012
2000-05-02,-0.04219999999999979,0.0023999999999801958,-0.031899999999998485,-0.02900000000000169,-0.028699999999998838,-0.03610000000000113,0.0034999999999989484
2000-05-03,0.12420000000000009,-0.001999999999995339,0.08760000000000012,0.09960000000000058,0.09919999999999796,0.08990000000000009,0.03360000000000074
2000-05-04,0.008999999999999453,0.001599999999996271,0.024199999999998667,0.0605999999999991,0.058900000000001285,0.0235000000000003,0.012199999999999989
2000-05-05,0.0035000000000007248,-0.005199999999987881,0.01720000000000077,0.02900000000000169,0.02809999999999846,0.019000000000000128,0.010900000000000354
2000-05-06,-0.007200000000000539,-0.004900000000006344,-0.01720000000000077,-0.05650000000000155,-0.05469999999999864,-0.01670000000000016,-0.020000000000000462
2000-05-07,-0.15339999999999998,-0.0024000000000086175,-0.0022999999999981924,-0.04189999999999827,-0.040800000000000836,-0.0009999999999994458,-0.0048000000000003595
2000-05-08,0.0719000000000003,0.0007000000000090267,-0.029200000000001225,-0.050400000000001555,-0.050399999999998,-0.027900000000000702,-0.021099999999999675
2000-05-09,0.07559999999999967,-0.002899999999996794,0.008599999999999497,0.02660000000000018,0.026599999999998403,0.009599999999998943,0.010500000000000398
2000-05-10,0.010600000000000609,0.0005000000000023874,0.030100000000000904,0.08050000000000068,0.08009999999999984,0.02960000000000207,0.03879999999999928
2000-05-11,-0.002200000000000646,-0.0004000000000132786,-0.005000000000000782,-0.02519999999999989,-0.025000000000000355,-0.00280000000000058,-0.007799999999999585
2000-05-12,4.440892098500626e-16,-0.0033999999999991815,0.004700000000001481,0.01419999999999888,0.013900000000001356,0.010899999999999466,0.0023999999999997357
2000-05-13,0.0013999999999994017,0.009100000000017872,-0.046400000000001995,-0.018599999999999284,-0.018500000000001293,-0.04260000000000019,-0.0015000000000000568
2000-05-14,-0.0014999999999996128,0.003899999999987358,-0.04329999999999856,-0.09980000000000011,-0.09980000000000011,-0.05469999999999864,-0.06419999999999959
2000-05-15,0.00010000000000021103,-0.008300000000005525,0.0345999999999993,0.002200000000000202,0.002400000000001512,0.03429999999999822,-0.0045999999999999375
2000-05-16,-0.00010000000000021103,-0.0017999999999886995,0.012900000000000134,0.04550000000000054,0.044899999999998386,0.02030000000000065,0.020500000000000185
2000-05-17,0.00010000000000021103,0.002299999999991087,-0.011899999999998911,-0.004800000000001248,-0.003999999999997783,-0.005399999999999849,0.012399999999999523
2000-05-18,-0.00010000000000021103,0.003299999999995862,-0.024200000000000443,-0.01980000000000004,-0.019800000000001816,-0.033099999999997465,-0.0009999999999994458
2000-05-19,0.0002999999999997449,0.0013000000000147338,0.002599999999997493,0.01950000000000074,0.019399999999999196,0.004699999999996152,0.013299999999999201
2000-05-20,0.11840000000000028,0.004599999999996385,-0.029499999999995197,-0.01419999999999888,-0.014099999999997337,-0.03999999999999915,0.0005000000000006111
2000-05-21,-0.046499999999999986,-0.0008000000000123464,-0.052700000000005076,-0.06750000000000256,-0.06740000000000279,-0.05279999999999774,-0.0343
2000-05-22,-0.0754999999999999,-0.001999999999981128,-0.005299999999998306,-0.03469999999999729,-0.03469999999999729,0.001799999999995805,-0.026700000000001722
2000-05-23,-0.09300000000000042,-0.00010000000001753051,0.020300000000002427,-0.01790000000000269,-0.01790000000000269,0.016900000000003246,-0.01229999999999798
2000-05-24,0.08000000000000052,-0.0020999999999844476,0.025799999999996714,0.0663000000000018,0.0663000000000018,0.026499999999998636,0.043699999999999406
2000-05-25,0.046299999999999564,-0.005500000000012051,0.048500000000004206,0.07889999999999908,0.07889999999999908,0.045300000000001006,0.0497999999999994
2000-05-26,-0.0042999999999997485,0.001600000000010482,-0.05600000000000449,-0.06539999999999857,-0.06539999999999857,-0.04899999999999949,-0.031599999999999184
2000-05-27,0.026899999999999924,0.0015999999999820602,-0.0013999999999967372,-0.004100000000001103,-0.004100000000001103,-0.007600000000000051,-0.004699999999999704
2000-05-28,-0.04369999999999985,1.4210854715202004e-14,-0.04690000000000438,-0.05039999999999978,-0.05039999999999978,-0.04730000000000345,-0.03310000000000102
