date,PRECTOT,PS,T2M,T2MDEW,T2MWET,TS,QV2M
13/09/2014,-2.4702,0.2049,-1.2636,-0.2348,-0.2347,-0.9182,-0.3863
14/09/2014,1.08,0.12,0.92,-1.02,-1.02,0.94,-0.92
15/09/2014,8.63,-0.03,0.35,2.46,2.46,0.13,2.34
16/09/2014,-9.52,-0.24,-0.96,-1.99,-1.99,-1.12,-1.94
17/09/2014,-0.39,-0.32,-0.49,-1.92,-1.92,-0.24,-1.59
18/09/2014,0.61,0.03,-1.11,-2.7,-2.7,-1.56,-2.01
19/09/2014,0.06,0.17,1.29,2.68,2.68,1.69,1.91
20/09/2014,-0.78,0.15,-0.36,-0.16,-0.16,-0.51,-0.16
21/09/2014,0.4,-0.12,0.88,-0.37,-0.37,0.5,-0.27
22/09/2014,1.61,0.16,-3.66,-3.99,-3.99,-3.08,-2.7
23/09/2014,-2.01,0.26,-1.7,-2.12,-2.12,-1.59,-1.49
24/09/2014,0,0.21,0.89,2.44,2.44,0.83,1.42
25/09/2014,0,-0.09,0.3,0.43,0.44,0.04,0.31
26/09/2014,0,-0.22,0.62,1.97,1.96,0.94,1.4
27/09/2014,0,-0.05,1.37,1.01,1.01,1.35,0.79
28/09/2014,0.68,-0.12,-0.75,1.22,1.22,-0.91,1.04
29/09/2014,0.24,-0.38,1.01,0.29,0.29,1.14,0.29
30/09/2014,-0.91,-0.1,0.38,-2.36,-2.36,-0.38,-1.9
01/10/2014,-0.01,0.16,0.38,-0.88,-0.88,0.24,-0.69
02/10/2014,2.04,0.12,0.58,3.3,3.3,1.52,2.67
03/10/2014,18.08,-0.21,-2.45,0.14,0.14,-2.77,0.36
04/10/2014,-20.12,0.33,-8.55,-13.83,-13.8,-8.3,-8.49
05/10/2014,0,-0.01,0.77,0.12,0.11,0.67,-0.03
06/10/2014,0.1,-0.04,3.9,6.02,6.01,3.92,2.8
07/10/2014,-0.09,0.03,3.5,4.48,4.47,3.53,2.88
08/10/2014,0.01,0.22,2.38,2.58,2.58,1.51,1.96
09/10/2014,-0.02,-0.07,0.35,-1.35,-1.35,0.58,-1.08
10/10/2014,2.44,-0.13,-0.45,2.35,2.35,0.23,2.01
11/10/2014,-0.22,-0.1,0.71,0.15,0.16,0.23,0.13
12/10/2014,-0.64,0,-0.82,-1.62,-1.63,-0.46,-1.32
13/10/2014,29.73,-0.16,-0.87,2.21,2.21,-0.9,1.95
14/10/2014,-5.14,-0.37,-4.09,-4.72,-4.72,-4.09,-3.58
15/10/2014,-26.16,0.3,-3.61,-4.86,-4.85,-3.56,-3.43
16/10/2014,-0.01,0.05,0.92,0.12,0.11,-0.22,0.07
17/10/2014,0,0.06,1.24,1.62,1.62,1.69,1.01
18/10/2014,0,0.09,-0.4,0.28,0.28,0.29,0.08
19/10/2014,0,0.39,-2.65,-3.51,-3.5,-2.8,-1.97
20/10/2014,0,-0.2,0.68,0.92,0.92,0.8,0.49
21/10/2014,0,-0.09,1.13,1.51,1.5,1.17,0.85
22/10/2014,0,0.29,-2.67,-4.08,-4.07,-2.67,-2.08
23/10/2014,0,-0.04,-0.25,-0.04,-0.05,-0.15,-0.03
24/10/2014,0,-0.11,1.12,0.84,0.85,1.03,0.39
25/10/2014,0,0.03,1.16,2.06,2.05,0.74,1.1
26/10/2014,0,-0.17,4.72,5.29,5.29,3.88,3.23
27/10/2014,0,0.05,0.29,-0.35,-0.35,1.02,-0.26
28/10/2014,1.74,0.2,-1.01,0.53,0.53,-0.73,0.37
29/10/2014,1.16,-0.11,-1.59,-1,-1,-1.39,-0.57
30/10/2014,-2.9,-0.02,-5.79,-8.98,-8.97,-5.71,-4.93
31/10/2014,0.38,-0.14,-0.47,-1.16,-1.15,-0.7,-0.35
01/11/2014,-0.38,0.73,-5.85,-6.17,-6.13,-5.58,-2.09
02/11/2014,0,0.47,0.45,0.38,0.4,0.29,0.1
03/11/2014,0,0.02,3.27,1.6,1.57,3.21,0.46
