PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ3,SQ5,SQ6,SQ7,date,slope7,WAT_LAND,SQ1,SQ2,SQ4,class
0.05915670232850849,0.6046511627907023,0.39731142643764017,0.36020448289421936,0.5484304932735427,0.5480251346499102,0.2796065077563375,0.30267753201396974,0.42578125,0.3624031007751938,0.5378151260504201,0.4591549295774648,0.5000000000000001,0.4555984555984556,0.624390243902439,0.5585215605749487,0.6963855421686748,0.36224489795918374,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,18/01/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.8305647840531591,0.06273338312173266,0.13370035391270155,0.12197309417040358,0.12163375224416517,0.2474460839954597,0.12339930151338765,0.79296875,0.1217054263565891,0.2058823529411764,0.2169014084507041,0.27835051546391754,0.28957528957528955,0.23902439024390243,0.22997946611909648,0.2192771084337349,0.45918367346938777,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,08/02/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.026431718061674006,0.9102990033222653,0.09783420463032122,0.22532441997640582,0.18026905829596412,0.17998204667863554,0.3272796065077563,0.14318975552968569,0.94921875,0.2321705426356589,0.44957983193277307,0.32676056338028164,0.6391752577319588,0.1698841698841699,0.6487804878048781,0.7186858316221769,0.5277108433734939,0.739795918367347,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,22/02/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.7308970099667818,0.26138909634055274,0.4722768383798662,0.39730941704035877,0.39676840215439857,0.5735906167234204,0.3938688397361273,0.955078125,0.43410852713178294,0.4243697478991596,0.2929577464788731,0.4587628865979382,0.2586872586872586,0.4951219512195122,0.720739219712526,0.31807228915662655,0.9642857142857144,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,07/03/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.09754562617998741,0.720930232558139,0.4361463778939507,0.43216673220605584,0.5843049327354259,0.5839317773788151,0.4108967082860386,0.36670547147846333,0.6025390625,0.4174418604651162,0.33193277310924363,0.36056338028169016,0.09793814432989692,0.6216216216216217,0.37317073170731696,0.34496919917864477,0.19036144578313255,0.6326530612244896,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,11/04/2000,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5249169435215961,0.2972367438386857,0.3841918993314982,0.44170403587443946,0.4412028725314183,0.4506242905788877,0.3286767559177338,0.80078125,0.38604651162790693,0.47478991596638653,0.4563380281690141,0.520618556701031,0.4362934362934364,0.5853658536585366,0.3572895277207393,0.7518072289156628,0.05102040816326531,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,18/04/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.030207677784770293,0.5681063122923646,0.638536221060493,0.6445143531262287,0.7573991031390135,0.757181328545781,0.6114264093832766,0.6336825766395033,0.4482421875,0.6341085271317829,0.17647058823529416,0.23380281690140842,0.2061855670103093,0.362934362934363,0.19268292682926824,0.3696098562628338,0.29638554216867474,0.5510204081632655,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,02/05/2000,0.0,0.0,0.0,0.0,0.0,0.0
0.014474512271869099,0.41196013289037126,0.6183719193427932,0.7121510027526543,0.7381165919282512,0.7378815080789947,0.7154748391978814,0.6573535118354676,0.6572265625,0.7127906976744186,0.38235294117647056,0.27042253521126763,0.48453608247422686,0.21235521235521235,0.5170731707317072,0.6406570841889119,0.4650602409638555,0.7066326530612244,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,09/05/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.006293266205160478,0.3089700996677749,0.6340552651232264,0.8222571765631144,0.7502242152466368,0.75,0.87892546348846,0.752813348855258,0.83984375,0.8213178294573643,0.5714285714285714,0.5746478873239436,0.6237113402061857,0.5212355212355213,0.7707317073170731,0.646817248459959,0.6313253012048193,0.5408163265306123,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,23/05/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.00566393958464443,0.6079734219269142,0.3554891710231517,0.5933936295713723,0.5035874439461884,0.5035906642728905,0.6125614831630724,0.5824602250679084,0.580078125,0.5953488372093023,0.5882352941176471,0.4563380281690141,0.6855670103092785,0.3127413127413128,0.6804878048780486,0.5790554414784395,0.7421686746987952,0.33928571428571436,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,06/06/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.09565764631843926,0.5647840531561457,0.7311426437640031,0.9189933149823042,0.826457399103139,0.8263016157989228,0.8929247067726072,0.8680636398913466,0.5849609375,0.9054263565891473,0.2983193277310925,0.256338028169014,0.40721649484536093,0.24710424710424714,0.30975609756097555,0.31416837782340856,0.39518072289156636,0.37499999999999994,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,13/06/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.04468219005663939,0.6079734219269142,0.8409260642270352,0.9091624066063704,0.9004484304932735,0.9008078994614004,0.9095724555429436,0.8734963135428793,0.615234375,0.9065891472868216,0.2899159663865547,0.31830985915492965,0.3711340206185567,0.362934362934363,0.36829268292682915,0.21560574948665312,0.33975903614457836,0.3112244897959184,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,20/06/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.13215859030837004,0.5481727574750863,0.744585511575803,0.9012976799056232,0.832286995515695,0.8321364452423697,0.9432463110102158,0.8226620100892511,0.828125,0.8984496124031008,0.2184873949579832,0.11549295774647883,0.38659793814432997,0.0694980694980695,0.2317073170731706,0.2915811088295689,0.5180722891566265,0.2219387755102042,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,27/06/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.1881686595342983,0.5514950166112982,0.855862584017924,0.8124262681871804,0.9094170403587445,0.9093357271095153,0.7415815361331821,0.8928987194412107,0.1318359375,0.8108527131782944,0.2983193277310925,0.27323943661971833,0.41237113402061865,0.26254826254826247,0.3219512195121951,0.23203285420944575,0.5518072289156627,0.10714285714285715,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,01/08/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.023285084959093767,0.6013289036544904,0.9380134428678121,0.9677546205269367,0.9609865470852018,0.9609515260323159,0.9110858872493379,0.9782693053938689,0.35546875,0.9647286821705426,0.16806722689075637,0.1380281690140845,0.38659793814432997,0.10038610038610038,0.20975609756097557,0.17453798767967155,0.3614457831325302,0.23979591836734698,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,08/08/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.7275747508305699,0.5772964899178492,0.9111285882815572,0.7147982062780269,0.7149910233393177,0.9557321225879682,0.8568102444703143,0.7744140625,0.9112403100775194,0.31932773109243695,0.23098591549295772,0.5721649484536084,0.08880308880308876,0.37804878048780477,0.4373716632443534,0.4554216867469881,0.46428571428571425,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,22/08/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.12460667086217746,0.415282392026576,0.6736370425690815,0.9182068423122296,0.7834080717488788,0.7832136445242369,0.8891411275066214,0.913465269693442,0.4609375,0.9162790697674418,0.6554621848739497,0.5492957746478873,0.7474226804123713,0.3938223938223938,0.6829268292682927,0.6180698151950721,0.9180722891566265,0.20153061224489804,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,05/09/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.197608558842039,0.4950166112956822,0.7923823749066469,0.8309083759339362,0.8663677130044843,0.8662477558348295,0.7495270525917519,0.8575863407062476,0.2412109375,0.8294573643410853,0.19747899159663873,0.1605633802816901,0.3608247422680413,0.15057915057915058,0.25121951219512184,0.24435318275154005,0.44337349397590364,0.23979591836734698,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,12/09/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5747508305647884,0.392083644510829,0.6539520251671255,0.5457399103139013,0.5457809694793536,0.7241770715096483,0.6294140473418703,0.7509765625,0.6499999999999999,0.18907563025210083,0.1436619718309859,0.09793814432989692,0.32432432432432434,0.2634146341463415,0.27104722792607805,0.11325301204819277,0.6224489795918366,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,17/10/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.8803986710963514,0.3293502613890964,0.6460872984663781,0.4865470852017937,0.4860861759425493,0.7234203556564511,0.5793558401241754,0.8740234375,0.6209302325581395,0.2815126050420168,0.2169014084507041,0.4587628865979382,0.15057915057915058,0.2853658536585365,0.30595482546201236,0.3614457831325302,0.4030612244897959,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,24/10/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.004405286343612334,0.6877076411960132,0.13592233009708743,0.1624066063704286,0.23228699551569507,0.2320466786355476,0.27241770715096486,0.13814512999611953,0.8203125,0.1449612403100775,0.33193277310924363,0.28169014084507044,0.2371134020618557,0.4054054054054055,0.3878048780487804,0.4353182751540041,0.19759036144578315,0.7346938775510203,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,28/11/2000,0.0,0.0,0.0,0.0,0.0,1.0
0.2328508495909377,0.8006644518272452,0.3412994772218074,0.2890287062524577,0.49058295964125564,0.49012567324955114,0.23269012485811574,0.3438106325184323,0.2001953125000001,0.29573643410852707,0.3403361344537815,0.34929577464788736,0.45360824742268047,0.33976833976833987,0.3463414634146341,0.4147843942505134,0.48915662650602415,0.4030612244897959,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,13/02/2001,0.0,0.0,0.0,0.0,0.0,1.0
0.021397105097545624,0.7641196013289075,0.3584764749813295,0.3307117577664176,0.5139013452914798,0.5134649910233393,0.3117669315172153,0.3663174233604967,0.34765625,0.3337209302325581,0.273109243697479,0.1859154929577464,0.34536082474226815,0.19691119691119693,0.41707317073170724,0.29774127310061604,0.4578313253012049,0.288265306122449,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,20/02/2001,0.0,0.0,0.0,0.0,0.0,1.0
0.9156702328508496,0.6378737541528281,0.29648991784914114,0.31419583169484866,0.43273542600896864,0.4322262118491922,0.3374952705259176,0.30151338766006985,0.5771484375,0.31744186046511624,0.12184873949579828,0.1323943661971831,0.036082474226804134,0.359073359073359,0.12926829268292672,0.27926078028747436,0.12530120481927712,0.6198979591836733,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,27/02/2001,0.0,0.0,0.0,0.0,0.0,1.0
0.1013215859030837,0.42192691029900686,0.27632561613144146,0.35902477388910725,0.40762331838565025,0.40754039497307004,0.3064699205448355,0.3830034924330617,0.2919921875,0.3616279069767442,0.6218487394957983,0.5859154929577464,0.731958762886598,0.4555984555984556,0.8414634146341463,0.7063655030800824,0.9301204819277109,0.29846938775510207,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,13/03/2001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.475083056478411,0.8192681105302467,0.7373181281950452,0.8847533632286996,0.8846499102333932,0.7075293227393116,0.7535894450911913,0.39453125,0.7360465116279069,0.3067226890756303,0.30704225352112674,0.3711340206185567,0.3436293436293437,0.47804878048780475,0.49691991786447653,0.31084337349397595,0.693877551020408,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,10/04/2001,0.0,0.0,0.0,0.0,0.0,0.0
0.4770295783511642,0.6777408637873776,0.41598207617625105,0.44239087691702705,0.5632286995515695,0.5632854578096947,0.3117669315172153,0.4668218859138533,0.09375,0.4445736434108527,0.4411764705882353,0.5070422535211268,0.41752577319587636,0.5830115830115831,0.497560975609756,0.4661190965092403,0.6265060240963856,0.32142857142857145,1.0,0.9554444386985654,0.8774703557312252,0.0818260120585702,0.11478800413650458,0.8844393592677346,0.6583829191459574,0.27161862527716185,0.06683804627249358,0.0,0.8275092936802976,0.5586592178770949,0.9592006661115736,0.8688524590163936,0.10717836548021475,0.0,0.07395871660336518,0.027428016235269193,0.012934582343348378,0.9992105611282345,0.2561573625308639,0.9999999999999999,0.0,0.0,0.0,0.0,24/04/2001,0.0,0.0,0.0,0.0,0.0,0.0
